Index,QuoteDate,QuoteTime,TOSsymbol,Expiration,Strike,P/C,Mark,Extrinsic,SPX,VIX,ImpVol,Delta,Gamma,Theta,Vega,Rho,OpenInterest,Root
180102.SPX180228P2625,1/2/2018,3:45:00 PM,.SPXW180228P2625,2/28/2018,2625,P,17.64999962,17.64999962,2693.899902,,0.1046,-0.2576,0.002899,-0.315174,3.438141,-111.213689,918,SPXW
180102.SPX180228C2630,1/2/2018,3:45:00 PM,.SPXW180228C2630,2/28/2018,2630,C,82.15000153,18.25,2693.899902,,0.1013,0.7333,0.003046,-0.310858,3.499867,295.852316,174,SPXW
180102.SPX180228P2630,1/2/2018,3:45:00 PM,.SPXW180228P2630,2/28/2018,2630,P,18.45000076,18.45000076,2693.899902,,0.1029,-0.2697,0.003016,-0.3174,3.519108,-116.401224,2451,SPXW
180102.SPX180228C2640,1/2/2018,3:45:00 PM,.SPXW180228C2640,2/28/2018,2640,C,73.75,19.85000038,2693.899902,,0.0976,0.7076,0.003305,-0.313134,3.659335,286.377261,107,SPXW
180102.SPX180228P2640,1/2/2018,3:45:00 PM,.SPXW180228P2640,2/28/2018,2640,P,20.04999924,20.04999924,2693.899902,,0.0991,-0.295,0.003269,-0.319272,3.674618,-127.321931,440,SPXW
180102.SPX180228C2650,1/2/2018,3:45:00 PM,.SPXW180228C2650,2/28/2018,2650,C,65.65000153,21.75,2693.899902,,0.0941,0.6786,0.003574,-0.314872,3.815652,275.402762,2212,SPXW
180102.SPX180228P2650,1/2/2018,3:45:00 PM,.SPXW180228P2650,2/28/2018,2650,P,21.89999962,21.89999962,2693.899902,,0.0954,-0.3235,0.003535,-0.32011,3.825941,-139.620581,2725,SPXW
180102.SPX180228C2660,1/2/2018,3:45:00 PM,.SPXW180228C2660,2/28/2018,2660,C,57.75,23.85000038,2693.899902,,0.0905,0.6464,0.003857,-0.314187,3.959514,263.075519,150,SPXW
180102.SPX180228P2660,1/2/2018,3:45:00 PM,.SPXW180228P2660,2/28/2018,2660,P,24,24,2693.899902,,0.0918,-0.3554,0.003811,-0.319122,3.966415,-153.358702,1182,SPXW
180102.SPX180228C2670,1/2/2018,3:45:00 PM,.SPXW180228C2670,2/28/2018,2670,C,50.15000153,26.25,2693.899902,,0.0869,0.6104,0.004144,-0.311272,4.084994,249.125692,104,SPXW
180102.SPX180228P2670,1/2/2018,3:45:00 PM,.SPXW180228P2670,2/28/2018,2670,P,26.39999962,26.39999962,2693.899902,,0.0881,-0.3909,0.00409,-0.315954,4.088879,-168.691004,1117,SPXW
180102.SPX180228C2675,1/2/2018,3:45:00 PM,.SPXW180228C2675,2/28/2018,2675,C,46.54999924,27.64999962,2693.899902,,0.0853,0.5908,0.004277,-0.309497,4.138281,241.423653,3302,SPXW
180102.SPX180228P2675,1/2/2018,3:45:00 PM,.SPXW180228P2675,2/28/2018,2675,P,27.70000076,27.70000076,2693.899902,,0.0863,-0.4101,0.004231,-0.313158,4.140352,-176.965934,1374,SPXW
180102.SPX180228C2680,1/2/2018,3:45:00 PM,.SPXW180228C2680,2/28/2018,2680,C,42.95000076,29.04999924,2693.899902,,0.0835,0.5703,0.004418,-0.306092,4.182524,233.384517,219,SPXW
180102.SPX180228P2680,1/2/2018,3:45:00 PM,.SPXW180228P2680,2/28/2018,2680,P,29.10000038,29.10000038,2693.899902,,0.0844,-0.4303,0.004369,-0.309684,4.183726,-185.697367,457,SPXW
180102.SPX180228C2690,1/2/2018,3:45:00 PM,.SPXW180228C2690,2/28/2018,2690,C,36.20000076,32.29999924,2693.899902,,0.0802,0.5262,0.004662,-0.297988,4.23957,215.851285,312,SPXW
180102.SPX180228P2690,1/2/2018,3:45:00 PM,.SPXW180228P2690,2/28/2018,2690,P,32.29999924,32.29999924,2693.899902,,0.081,-0.474,0.004615,-0.30106,4.239665,-204.573546,123,SPXW
180102.SPX180228C2700,1/2/2018,3:45:00 PM,.SPXW180228C2700,2/28/2018,2700,C,29.89999962,29.89999962,2693.899902,,0.0769,0.4781,0.004865,-0.285932,4.242307,196.590423,2129,SPXW
180102.SPX180228P2700,1/2/2018,3:45:00 PM,.SPXW180228P2700,2/28/2018,2700,P,36.04999924,29.95000076,2693.899902,,0.0778,-0.5215,0.004807,-0.289449,4.242546,-225.173469,463,SPXW
180102.SPX180228C2710,1/2/2018,3:45:00 PM,.SPXW180228C2710,2/28/2018,2710,C,24.20000076,24.20000076,2693.899902,,0.0738,0.4265,0.004989,-0.270269,4.176488,175.782577,3378,SPXW
180102.SPX180228P2710,1/2/2018,3:45:00 PM,.SPXW180228P2710,2/28/2018,2710,P,40.29999924,24.20000076,2693.899902,,0.0747,-0.5725,0.004935,-0.273461,4.17834,-247.311635,100,SPXW
180102.SPX180228C2720,1/2/2018,3:45:00 PM,.SPXW180228C2720,2/28/2018,2720,C,19.20000076,19.20000076,2693.899902,,0.0711,0.3728,0.004998,-0.25128,4.030969,153.950891,453,SPXW
180102.SPX180228P2720,1/2/2018,3:45:00 PM,.SPXW180228P2720,2/28/2018,2720,P,45.25,19.14999962,2693.899902,,0.0718,-0.6258,0.004952,-0.254208,4.035718,-270.513953,89,SPXW
180102.SPX180228C2725,1/2/2018,3:45:00 PM,.SPXW180228C2725,2/28/2018,2725,C,16.95000076,16.95000076,2693.899902,,0.0698,0.3456,0.004957,-0.240379,3.926256,142.826797,2747,SPXW
180102.SPX180228P2725,1/2/2018,3:45:00 PM,.SPXW180228P2725,2/28/2018,2725,P,47.95000076,16.85000038,2693.899902,,0.0705,-0.653,0.00492,-0.242935,3.932213,-282.397951,94,SPXW
180102.SPX180228C2750,1/2/2018,3:45:00 PM,.SPXW180228C2750,2/28/2018,2750,C,8.350000381,8.350000381,2693.899902,,0.0647,0.2153,0.004245,-0.176592,3.11409,89.31938,3017,SPXW
180102.SPX180228P2750,1/2/2018,3:45:00 PM,.SPXW180228P2750,2/28/2018,2750,P,64.30000305,8.199999809,2693.899902,,0.0653,-0.7824,0.00423,-0.179442,3.133519,-339.419963,90,SPXW
180102.SPX180228C2775,1/2/2018,3:45:00 PM,.SPXW180228C2775,2/28/2018,2775,C,3.799999952,3.799999952,2693.899902,,0.0624,0.1179,0.002975,-0.115084,2.104464,49.053966,6675,SPXW
180102.SPX180228P2775,1/2/2018,3:45:00 PM,.SPXW180228P2775,2/28/2018,2775,P,84.55000305,3.450000048,2693.899902,,0.0624,-0.8821,0.002975,-0.115084,2.104464,-384.539784,1,SPXW
180102.SPX180228C2800,1/2/2018,3:45:00 PM,.SPXW180228C2800,2/28/2018,2800,C,1.779999971,1.779999971,2693.899902,,0.0628,0.0619,0.001826,-0.07154,1.299851,25.778524,5519,SPXW
180102.SPX180228P2800,1/2/2018,3:45:00 PM,.SPXW180228P2800,2/28/2018,2800,P,107.3499985,1.25,2693.899902,,0.0614,-0.9423,0.001767,-0.066206,1.230157,-413.463808,159,SPXW
180102.SPX180228C2850,1/2/2018,3:45:00 PM,.SPXW180228C2850,2/28/2018,2850,C,0.5,0.5,2693.899902,,0.0682,0.019,0.000637,-0.029481,0.492956,7.907396,1085,SPXW
180102.SPX180228P2850,1/2/2018,3:45:00 PM,.SPXW180228P2850,2/28/2018,2850,P,156.3000031,0.200000003,2693.899902,,0.0688,-0.98,0.000661,-0.031114,0.515977,-436.970051,57,SPXW
180102.SPX180228C2900,1/2/2018,3:45:00 PM,.SPXW180228C2900,2/28/2018,2900,C,0.280000001,0.280000001,2693.899902,,0.0792,0.0097,0.000309,-0.019245,0.277315,4.056137,311,SPXW
180102.SPX180228P2900,1/2/2018,3:45:00 PM,.SPXW180228P2900,2/28/2018,2900,P,205.8000031,-0.300000012,2693.899902,,0.0659,-0.9975,0.000109,-0.004694,0.081277,-452.099848,237,SPXW
180102.SPX180228C2950,1/2/2018,3:45:00 PM,.SPXW180228C2950,2/28/2018,2950,C,0.170000002,0.170000002,2693.899902,,0.0903,0.0057,0.00017,-0.013798,0.174347,2.392901,423,SPXW
180102.SPX180228P2950,1/2/2018,3:45:00 PM,.SPXW180228P2950,2/28/2018,2950,P,255.5500031,-0.550000012,2693.899902,,0,-1,0.000075,-0.00478,0.068307,-460.221513,1,SPXW
180102.SPX180228C3000,1/2/2018,3:45:00 PM,.SPXW180228C3000,2/28/2018,3000,C,0.079999998,0.079999998,2693.899902,,0.0964,0.0025,0.000076,-0.007013,0.082987,1.045315,452,SPXW
180102.SPX180228P3000,1/2/2018,3:45:00 PM,.SPXW180228P3000,2/28/2018,3000,P,305.2999878,-0.800000012,2693.899902,,0,-1,0.000193,-0.025104,0.251049,-466.402592,0,SPXW
180102.SPX180228C3050,1/2/2018,3:45:00 PM,.SPXW180228C3050,2/28/2018,3050,C,0.079999998,0.079999998,2693.899902,,0.1094,0.0022,0.00006,-0.007107,0.074085,0.920861,6,SPXW
180102.SPX180228P3050,1/2/2018,3:45:00 PM,.SPXW180228P3050,2/28/2018,3050,P,355.8999939,-0.200000003,2693.899902,,0.117,-0.9961,0.000094,-0.012752,0.12428,-474.930111,0,SPXW
180102.SPX180228C3100,1/2/2018,3:45:00 PM,.SPXW180228C3100,2/28/2018,3100,C,0.050000001,0.050000001,2693.899902,,0.118,0.0014,0.000037,-0.005128,0.049558,0.59159,0,SPXW
180102.SPX180228P3100,1/2/2018,3:45:00 PM,.SPXW180228P3100,2/28/2018,3100,P,406.2000122,0.100000001,2693.899902,,0.1475,-0.9913,0.000151,-0.032569,0.251882,-480.772813,0,SPXW
180102.SPX180316C500,1/2/2018,3:45:00 PM,.SPX180316C500,3/16/2018,500,C,2185.050049,-8.550000191,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P500,1/2/2018,3:45:00 PM,.SPX180316P500,3/16/2018,500,P,0.029999999,0.029999999,2693.600098,,1.0635,-0.0001,0,-0.002774,0.003807,-0.047737,0,SPXW
180102.SPX180316C600,1/2/2018,3:45:00 PM,.SPX180316C600,3/16/2018,600,C,2084.25,-9.350000381,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P600,1/2/2018,3:45:00 PM,.SPX180316P600,3/16/2018,600,P,0.029999999,0.029999999,2693.600098,,0.9511,-0.0001,0,-0.002831,0.004346,-0.054269,0,SPXW
180102.SPX180316C700,1/2/2018,3:45:00 PM,.SPX180316C700,3/16/2018,700,C,1985.849976,-7.75,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P700,1/2/2018,3:45:00 PM,.SPX180316P700,3/16/2018,700,P,0.050000001,0.050000001,2693.600098,,0.8939,-0.0002,0.000001,-0.005002,0.008169,-0.106098,40,SPXW
180102.SPX180316C800,1/2/2018,3:45:00 PM,.SPX180316C800,3/16/2018,800,C,1886.150024,-7.449999809,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P800,1/2/2018,3:45:00 PM,.SPX180316P800,3/16/2018,800,P,0.050000001,0.050000001,2693.600098,,0.8072,-0.0002,0.000001,-0.004977,0.009,-0.116532,20,SPXW
180102.SPX180316C900,1/2/2018,3:45:00 PM,.SPX180316C900,3/16/2018,900,C,1785.25,-8.350000381,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P900,1/2/2018,3:45:00 PM,.SPX180316P900,3/16/2018,900,P,0.050000001,0.050000001,2693.600098,,0.7309,-0.0002,0.000001,-0.004948,0.009882,-0.127688,4,SPXW
180102.SPX180316C1000,1/2/2018,3:45:00 PM,.SPX180316C1000,3/16/2018,1000,C,1685.550049,-8.050000191,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1000,1/2/2018,3:45:00 PM,.SPX180316P1000,3/16/2018,1000,P,0.050000001,0.050000001,2693.600098,,0.6587,-0.0002,0.000001,-0.004552,0.010088,-0.129422,509,SPXW
180102.SPX180316C1100,1/2/2018,3:45:00 PM,.SPX180316C1100,3/16/2018,1100,C,1587.449951,-6.150000095,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1100,1/2/2018,3:45:00 PM,.SPX180316P1100,3/16/2018,1100,P,0.050000001,0.050000001,2693.600098,,0.6013,-0.0003,0.000001,-0.004878,0.011844,-0.152778,188,SPXW
180102.SPX180316C1200,1/2/2018,3:45:00 PM,.SPX180316C1200,3/16/2018,1200,C,1487.650024,-5.949999809,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1200,1/2/2018,3:45:00 PM,.SPX180316P1200,3/16/2018,1200,P,0.050000001,0.050000001,2693.600098,,0.5435,-0.0003,0.000002,-0.004676,0.012558,-0.161605,396,SPXW
180102.SPX180316C1225,1/2/2018,3:45:00 PM,.SPX180316C1225,3/16/2018,1225,C,1462.75,-5.849999905,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1225,1/2/2018,3:45:00 PM,.SPX180316P1225,3/16/2018,1225,P,0.050000001,0.050000001,2693.600098,,0.5302,-0.0003,0.000002,-0.004662,0.012837,-0.165214,557,SPXW
180102.SPX180316C1250,1/2/2018,3:45:00 PM,.SPX180316C1250,3/16/2018,1250,C,1437.849976,-5.75,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1250,1/2/2018,3:45:00 PM,.SPX180316P1250,3/16/2018,1250,P,0.050000001,0.050000001,2693.600098,,0.5171,-0.0003,0.000002,-0.004649,0.013123,-0.168917,396,SPXW
180102.SPX180316C1275,1/2/2018,3:45:00 PM,.SPX180316C1275,3/16/2018,1275,C,1412.949951,-5.650000095,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1275,1/2/2018,3:45:00 PM,.SPX180316P1275,3/16/2018,1275,P,0.050000001,0.050000001,2693.600098,,0.5043,-0.0003,0.000002,-0.004635,0.013416,-0.17272,78,SPXW
180102.SPX180316C1300,1/2/2018,3:45:00 PM,.SPX180316C1300,3/16/2018,1300,C,1388.050049,-5.550000191,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1300,1/2/2018,3:45:00 PM,.SPX180316P1300,3/16/2018,1300,P,0.050000001,0.050000001,2693.600098,,0.4918,-0.0003,0.000002,-0.004621,0.013716,-0.176627,23,SPXW
180102.SPX180316C1325,1/2/2018,3:45:00 PM,.SPX180316C1325,3/16/2018,1325,C,1363.150024,-5.449999809,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1325,1/2/2018,3:45:00 PM,.SPX180316P1325,3/16/2018,1325,P,0.050000001,0.050000001,2693.600098,,0.481,-0.0003,0.000002,-0.00478,0.014509,-0.187417,7,SPXW
180102.SPX180316C1350,1/2/2018,3:45:00 PM,.SPX180316C1350,3/16/2018,1350,C,1338.25,-5.349999905,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1350,1/2/2018,3:45:00 PM,.SPX180316P1350,3/16/2018,1350,P,0.050000001,0.050000001,2693.600098,,0.4683,-0.0003,0.000002,-0.004693,0.014632,-0.188845,101,SPXW
180102.SPX180316C1375,1/2/2018,3:45:00 PM,.SPX180316C1375,3/16/2018,1375,C,1313.349976,-5.25,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1375,1/2/2018,3:45:00 PM,.SPX180316P1375,3/16/2018,1375,P,0.079999998,0.079999998,2693.600098,,0.4692,-0.0005,0.000003,-0.006447,0.020058,-0.265638,40,SPXW
180102.SPX180316C1400,1/2/2018,3:45:00 PM,.SPX180316C1400,3/16/2018,1400,C,1288.449951,-5.150000095,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1400,1/2/2018,3:45:00 PM,.SPX180316P1400,3/16/2018,1400,P,0.079999998,0.079999998,2693.600098,,0.4572,-0.0005,0.000003,-0.006415,0.020485,-0.271372,20,SPXW
180102.SPX180316C1425,1/2/2018,3:45:00 PM,.SPX180316C1425,3/16/2018,1425,C,1263.550049,-5.050000191,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1425,1/2/2018,3:45:00 PM,.SPX180316P1425,3/16/2018,1425,P,0.079999998,0.079999998,2693.600098,,0.4463,-0.0005,0.000003,-0.006545,0.021407,-0.28425,0,SPXW
180102.SPX180316C1450,1/2/2018,3:45:00 PM,.SPX180316C1450,3/16/2018,1450,C,1238.650024,-4.949999809,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1450,1/2/2018,3:45:00 PM,.SPX180316P1450,3/16/2018,1450,P,0.079999998,0.079999998,2693.600098,,0.4344,-0.0005,0.000003,-0.006463,0.02172,-0.288322,100,SPXW
180102.SPX180316C1475,1/2/2018,3:45:00 PM,.SPX180316C1475,3/16/2018,1475,C,1213.949951,-4.650000095,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1475,1/2/2018,3:45:00 PM,.SPX180316P1475,3/16/2018,1475,P,0.100000001,0.100000001,2693.600098,,0.4331,-0.0007,0.000004,-0.00834,0.028109,-0.381464,0,SPXW
180102.SPX180316C1500,1/2/2018,3:45:00 PM,.SPX180316C1500,3/16/2018,1500,C,1189.050049,-4.550000191,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1500,1/2/2018,3:45:00 PM,.SPX180316P1500,3/16/2018,1500,P,0.079999998,0.079999998,2693.600098,,0.412,-0.0005,0.000004,-0.006457,0.022879,-0.304205,0,SPXW
180102.SPX180316C1525,1/2/2018,3:45:00 PM,.SPX180316C1525,3/16/2018,1525,C,1162.849976,-5.75,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1525,1/2/2018,3:45:00 PM,.SPX180316P1525,3/16/2018,1525,P,0.150000006,0.150000006,2693.600098,,0.4249,-0.001,0.000007,-0.01183,0.040642,-0.569736,125,SPXW
180102.SPX180316C1550,1/2/2018,3:45:00 PM,.SPX180316C1550,3/16/2018,1550,C,1137.75,-5.849999905,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1550,1/2/2018,3:45:00 PM,.SPX180316P1550,3/16/2018,1550,P,0.170000002,0.170000002,2693.600098,,0.4192,-0.0012,0.000008,-0.013477,0.046935,-0.666538,46,SPXW
180102.SPX180316C1575,1/2/2018,3:45:00 PM,.SPX180316C1575,3/16/2018,1575,C,1114.25,-4.349999905,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1575,1/2/2018,3:45:00 PM,.SPX180316P1575,3/16/2018,1575,P,0.200000003,0.200000003,2693.600098,,0.4126,-0.0013,0.000009,-0.015022,0.05315,-0.763355,25,SPXW
180102.SPX180316C1600,1/2/2018,3:45:00 PM,.SPX180316C1600,3/16/2018,1600,C,1089.550049,-4.050000191,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1600,1/2/2018,3:45:00 PM,.SPX180316P1600,3/16/2018,1600,P,0.200000003,0.200000003,2693.600098,,0.4013,-0.0014,0.000009,-0.014975,0.05448,-0.783202,669,SPXW
180102.SPX180316C1625,1/2/2018,3:45:00 PM,.SPX180316C1625,3/16/2018,1625,C,1064.650024,-3.950000048,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1625,1/2/2018,3:45:00 PM,.SPX180316P1625,3/16/2018,1625,P,0.25,0.25,2693.600098,,0.3984,-0.0017,0.000011,-0.018121,0.066396,-0.973419,0,SPXW
180102.SPX180316C1650,1/2/2018,3:45:00 PM,.SPX180316C1650,3/16/2018,1650,C,1038.25,-5.349999905,2693.600098,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180316P1650,1/2/2018,3:45:00 PM,.SPX180316P1650,3/16/2018,1650,P,0.280000001,0.280000001,2693.600098,,0.3906,-0.0019,0.000013,-0.019504,0.072902,-1.078106,0,SPXW
180102.SPX180316C1675,1/2/2018,3:45:00 PM,.SPX180316C1675,3/16/2018,1675,C,1014.849976,-3.75,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1675,1/2/2018,3:45:00 PM,.SPX180316P1675,3/16/2018,1675,P,0.300000012,0.300000012,2693.600098,,0.3826,-0.0021,0.000014,-0.020925,0.079831,-1.190722,0,SPXW
180102.SPX180316C1700,1/2/2018,3:45:00 PM,.SPX180316C1700,3/16/2018,1700,C,990.0499878,-3.549999952,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1700,1/2/2018,3:45:00 PM,.SPX180316P1700,3/16/2018,1700,P,0.349999994,0.349999994,2693.600098,,0.3775,-0.0025,0.000017,-0.023859,0.092269,-1.397076,106,SPXW
180102.SPX180316C1725,1/2/2018,3:45:00 PM,.SPX180316C1725,3/16/2018,1725,C,965.1500244,-3.450000048,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1725,1/2/2018,3:45:00 PM,.SPX180316P1725,3/16/2018,1725,P,0.379999995,0.379999995,2693.600098,,0.369,-0.0027,0.000019,-0.025193,0.099669,-1.520335,14,SPXW
180102.SPX180316C1750,1/2/2018,3:45:00 PM,.SPX180316C1750,3/16/2018,1750,C,940.25,-3.349999905,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1750,1/2/2018,3:45:00 PM,.SPX180316P1750,3/16/2018,1750,P,0.430000007,0.430000007,2693.600098,,0.3626,-0.0031,0.000021,-0.02788,0.112225,-1.733583,37,SPXW
180102.SPX180316C1775,1/2/2018,3:45:00 PM,.SPX180316C1775,3/16/2018,1775,C,915.4500122,-3.150000095,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1775,1/2/2018,3:45:00 PM,.SPX180316P1775,3/16/2018,1775,P,0.449999988,0.449999988,2693.600098,,0.3539,-0.0033,0.000023,-0.029198,0.120435,-1.87339,170,SPXW
180102.SPX180316C1800,1/2/2018,3:45:00 PM,.SPX180316C1800,3/16/2018,1800,C,890.5499878,-3.049999952,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1800,1/2/2018,3:45:00 PM,.SPX180316P1800,3/16/2018,1800,P,0.5,0.5,2693.600098,,0.3469,-0.0037,0.000027,-0.031753,0.133615,-2.102031,129,SPXW
180102.SPX180316C1825,1/2/2018,3:45:00 PM,.SPX180316C1825,3/16/2018,1825,C,865.75,-2.849999905,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1825,1/2/2018,3:45:00 PM,.SPX180316P1825,3/16/2018,1825,P,0.550000012,0.550000012,2693.600098,,0.3396,-0.0041,0.00003,-0.034226,0.147139,-2.339516,294,SPXW
180102.SPX180316C1850,1/2/2018,3:45:00 PM,.SPX180316C1850,3/16/2018,1850,C,840.8499756,-2.75,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1850,1/2/2018,3:45:00 PM,.SPX180316P1850,3/16/2018,1850,P,0.620000005,0.620000005,2693.600098,,0.3334,-0.0047,0.000034,-0.037798,0.165517,-2.668136,235,SPXW
180102.SPX180316C1875,1/2/2018,3:45:00 PM,.SPX180316C1875,3/16/2018,1875,C,816.1500244,-2.450000048,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1875,1/2/2018,3:45:00 PM,.SPX180316P1875,3/16/2018,1875,P,0.699999988,0.699999988,2693.600098,,0.3267,-0.0053,0.000039,-0.04131,0.184559,-3.013897,338,SPXW
180102.SPX180316C1900,1/2/2018,3:45:00 PM,.SPX180316C1900,3/16/2018,1900,C,789.8499756,-3.75,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1900,1/2/2018,3:45:00 PM,.SPX180316P1900,3/16/2018,1900,P,0.75,0.75,2693.600098,,0.3185,-0.0058,0.000043,-0.043502,0.199396,-3.285295,479,SPXW
180102.SPX180316C1925,1/2/2018,3:45:00 PM,.SPX180316C1925,3/16/2018,1925,C,766.3499756,-2.25,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1925,1/2/2018,3:45:00 PM,.SPX180316P1925,3/16/2018,1925,P,0.829999983,0.829999983,2693.600098,,0.3113,-0.0065,0.000049,-0.046905,0.219935,-3.667665,647,SPXW
180102.SPX180316C1950,1/2/2018,3:45:00 PM,.SPX180316C1950,3/16/2018,1950,C,741.5499878,-2.049999952,2693.600098,,0,0,0,0,0,0,0,SPXW
180102.SPX180316P1950,1/2/2018,3:45:00 PM,.SPX180316P1950,3/16/2018,1950,P,0.899999976,0.899999976,2693.600098,,0.3038,-0.0072,0.000055,-0.050084,0.24069,-4.059178,469,SPXW
180102.SPX180316C1975,1/2/2018,3:45:00 PM,.SPX180316C1975,3/16/2018,1975,C,716.75,-1.850000024,2693.600098,,0,0.9988,0.000015,-0.007794,0.04963,395.633664,0,SPXW
180102.SPX180316P1975,1/2/2018,3:45:00 PM,.SPX180316P1975,3/16/2018,1975,P,1,1,2693.600098,,0.2969,-0.0081,0.000062,-0.054258,0.266781,-4.560194,67,SPXW
180102.SPX180316C2000,1/2/2018,3:45:00 PM,.SPX180316C2000,3/16/2018,2000,C,691.9500122,-1.649999976,2693.600098,,0,0.9987,0.000016,-0.007754,0.051179,400.585729,0,SPXW
180102.SPX180316P2000,1/2/2018,3:45:00 PM,.SPX180316P2000,3/16/2018,2000,P,1.100000024,1.100000024,2693.600098,,0.2896,-0.009,0.00007,-0.05826,0.293629,-5.083744,358,SPXW
180102.SPX180316C2025,1/2/2018,3:45:00 PM,.SPX180316C2025,3/16/2018,2025,C,667.1500244,-1.450000048,2693.600098,,0,0.9993,0.00001,-0.004248,0.030649,404.954726,0,SPXW
180102.SPX180316P2025,1/2/2018,3:45:00 PM,.SPX180316P2025,3/16/2018,2025,P,1.200000048,1.200000048,2693.600098,,0.2821,-0.01,0.000078,-0.062082,0.321297,-5.631298,472,SPXW
180102.SPX180316C2050,1/2/2018,3:45:00 PM,.SPX180316C2050,3/16/2018,2050,C,642.3499756,-1.25,2693.600098,,0,0.9981,0.000024,-0.010913,0.07454,409.28704,0,SPXW
180102.SPX180316P2050,1/2/2018,3:45:00 PM,.SPX180316P2050,3/16/2018,2050,P,1.350000024,1.350000024,2693.600098,,0.2756,-0.0114,0.00009,-0.067804,0.35908,-6.395501,1216,SPXW
180102.SPX180316C2075,1/2/2018,3:45:00 PM,.SPX180316C2075,3/16/2018,2075,C,617.6500244,-0.949999988,2693.600098,,0,0.9992,0.000012,-0.00422,0.033055,414.803384,0,SPXW
180102.SPX180316P2075,1/2/2018,3:45:00 PM,.SPX180316P2075,3/16/2018,2075,P,1.5,1.5,2693.600098,,0.2687,-0.0128,0.000102,-0.073233,0.397807,-7.193598,1000,SPXW
180102.SPX180316C2100,1/2/2018,3:45:00 PM,.SPX180316C2100,3/16/2018,2100,C,592.8499756,-0.75,2693.600098,,0,0.9979,0.000028,-0.010771,0.080036,419.082809,0,SPXW
180102.SPX180316P2100,1/2/2018,3:45:00 PM,.SPX180316P2100,3/16/2018,2100,P,1.649999976,1.649999976,2693.600098,,0.2614,-0.0143,0.000115,-0.07837,0.437647,-8.029456,1599,SPXW
180102.SPX180316C2125,1/2/2018,3:45:00 PM,.SPX180316C2125,3/16/2018,2125,C,568.3499756,-0.25,2693.600098,,0,0.9991,0.000014,-0.004176,0.035717,424.638055,0,SPXW
180102.SPX180316P2125,1/2/2018,3:45:00 PM,.SPX180316P2125,3/16/2018,2125,P,1.850000024,1.850000024,2693.600098,,0.2548,-0.0162,0.000132,-0.0851,0.48759,-9.101606,300,SPXW
180102.SPX180316C2150,1/2/2018,3:45:00 PM,.SPX180316C2150,3/16/2018,2150,C,543.4500122,-0.150000006,2693.600098,,0,0.9984,0.000025,-0.007549,0.063717,429.207412,1,SPXW
180102.SPX180316P2150,1/2/2018,3:45:00 PM,.SPX180316P2150,3/16/2018,2150,P,2.079999924,2.079999924,2693.600098,,0.2481,-0.0184,0.000151,-0.092365,0.54336,-10.326961,387,SPXW
